Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[153]    0.0    0.00    0.00      56         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [153]
                0.00    0.00      56/56          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() const [154]
                0.00    0.00      56/56          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() const [152]
                0.00    0.00      56/56          __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [150]
-----------------------------------------------
                0.00    0.00      56/56          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [153]
[154]    0.0    0.00    0.00      56         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() const [154]
                0.00    0.00      56/112         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> > const* const&) [135]
-----------------------------------------------
                0.00    0.00      56/56          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [8]
[155]    0.0    0.00    0.00      56         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [155]
-----------------------------------------------
                0.00    0.00      56/56          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [8]
[156]    0.0    0.00    0.00      56         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [156]
                0.00    0.00      56/56          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [149]
-----------------------------------------------
                0.00    0.00      56/56          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [8]
[157]    0.0    0.00    0.00      56         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [157]
                0.00    0.00      53/53          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [158]
-----------------------------------------------
                0.00    0.00      53/53          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [157]
[158]    0.0    0.00    0.00      53         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [158]
-----------------------------------------------
                0.00    0.00      37/37          std::_Vector_base<short, std::allocator<short> >::_M_allocate(unsigned long) [167]
[159]    0.0    0.00    0.00      37         __gnu_cxx::new_allocator<short>::allocate(unsigned long, void const*) [159]
                0.00    0.00      37/37          __gnu_cxx::new_allocator<short>::max_size() const [162]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&) [169]
[160]    0.0    0.00    0.00      37         __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >::operator++() [160]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::size() const [164]
[161]    0.0    0.00    0.00      37         __gnu_cxx::__normal_iterator<short const*, std::vector<short, std::allocator<short> > >::difference_type __gnu_cxx::operator-<short const*, short const*, std::vector<short, std::allocator<short> > >(__gnu_cxx::__normal_iterator<short const*, std::vector<short, std::allocator<short> > > const&, __gnu_cxx::__normal_iterator<short const*, std::vector<short, std::allocator<short> > > const&) [161]
                0.00    0.00      74/74          __gnu_cxx::__normal_iterator<short const*, std::vector<short, std::allocator<short> > >::base() const [140]
-----------------------------------------------
                0.00    0.00      37/37          __gnu_cxx::new_allocator<short>::allocate(unsigned long, void const*) [159]
[162]    0.0    0.00    0.00      37         __gnu_cxx::new_allocator<short>::max_size() const [162]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::size() const [164]
[163]    0.0    0.00    0.00      37         std::vector<short, std::allocator<short> >::end() const [163]
                0.00    0.00      37/74          __gnu_cxx::__normal_iterator<short const*, std::vector<short, std::allocator<short> > >::__normal_iterator(short const* const&) [139]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&) [169]
[164]    0.0    0.00    0.00      37         std::vector<short, std::allocator<short> >::size() const [164]
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::begin() const [165]
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::end() const [163]
                0.00    0.00      37/37          __gnu_cxx::__normal_iterator<short const*, std::vector<short, std::allocator<short> > >::difference_type __gnu_cxx::operator-<short const*, short const*, std::vector<short, std::allocator<short> > >(__gnu_cxx::__normal_iterator<short const*, std::vector<short, std::allocator<short> > > const&, __gnu_cxx::__normal_iterator<short const*, std::vector<short, std::allocator<short> > > const&) [161]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::size() const [164]
[165]    0.0    0.00    0.00      37         std::vector<short, std::allocator<short> >::begin() const [165]
                0.00    0.00      37/74          __gnu_cxx::__normal_iterator<short const*, std::vector<short, std::allocator<short> > >::__normal_iterator(short const* const&) [139]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&) [169]
[166]    0.0    0.00    0.00      37         std::vector<short, std::allocator<short> >::max_size() const [166]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&) [169]
[167]    0.0    0.00    0.00      37         std::_Vector_base<short, std::allocator<short> >::_M_allocate(unsigned long) [167]
                0.00    0.00      37/37          __gnu_cxx::new_allocator<short>::allocate(unsigned long, void const*) [159]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&) [169]
[168]    0.0    0.00    0.00      37         std::_Vector_base<short, std::allocator<short> >::_M_deallocate(short*, unsigned long) [168]
                0.00    0.00      35/35          __gnu_cxx::new_allocator<short>::deallocate(short*, unsigned long) [174]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::push_back(short const&) [111]
[169]    0.0    0.00    0.00      37         std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&) [169]
                0.00    0.00     148/370         __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >::base() const [125]
                0.00    0.00     111/296         __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >::__normal_iterator(short* const&) [126]
                0.00    0.00     111/111         std::_Vector_base<short, std::allocator<short> >::_M_get_Tp_allocator() [138]
                0.00    0.00     111/111         std::allocator<short>::allocator(std::allocator<short> const&) [137]
                0.00    0.00     111/113         std::allocator<short>::~allocator() [134]
                0.00    0.00      74/74          __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short>(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, std::allocator<short>) [146]
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::size() const [164]
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::max_size() const [166]
                0.00    0.00      37/37          std::_Vector_base<short, std::allocator<short> >::_M_allocate(unsigned long) [167]
                0.00    0.00      37/37          __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >::operator++() [160]
                0.00    0.00      37/228956      __gnu_cxx::new_allocator<short>::construct(short*, short const&) [110]
                0.00    0.00      37/74          std::vector<short, std::allocator<short> >::end() [143]
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::begin() [170]
                0.00    0.00      37/37          void std::_Destroy<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short>(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, std::allocator<short>) [173]
                0.00    0.00      37/37          std::_Vector_base<short, std::allocator<short> >::_M_deallocate(short*, unsigned long) [168]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&) [169]
[170]    0.0    0.00    0.00      37         std::vector<short, std::allocator<short> >::begin() [170]
                0.00    0.00      37/296         __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >::__normal_iterator(short* const&) [126]
-----------------------------------------------
                0.00    0.00      37/37          void std::_Destroy<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > >(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >) [172]
[171]    0.0    0.00    0.00      37         void std::__destroy_aux<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > >(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __true_type) [171]
-----------------------------------------------
                0.00    0.00      37/37          void std::_Destroy<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short>(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, std::allocator<short>) [173]
[172]    0.0    0.00    0.00      37         void std::_Destroy<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > >(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >) [172]
                0.00    0.00      37/37          void std::__destroy_aux<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > >(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __true_type) [171]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&) [169]
[173]    0.0    0.00    0.00      37         void std::_Destroy<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short>(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, std::allocator<short>) [173]
                0.00    0.00      37/37          void std::_Destroy<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > >(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >) [172]
-----------------------------------------------
                0.00    0.00      35/35          std::_Vector_base<short, std::allocator<short> >::_M_deallocate(short*, unsigned long) [168]
[174]    0.0    0.00    0.00      35         __gnu_cxx::new_allocator<short>::deallocate(short*, unsigned long) [174]
-----------------------------------------------
                0.00    0.00       2/20          std::vector<int, std::allocator<int> >::reserve(unsigned long) [42]
                0.00    0.00      18/20          std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [30]
[175]    0.0    0.00    0.00      20         std::vector<int, std::allocator<int> >::max_size() const [175]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [30]
[176]    0.0    0.00    0.00      18         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [176]
-----------------------------------------------
                0.00    0.00      18/18          void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [178]
[177]    0.0    0.00    0.00      18         void std::__destroy_aux<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __true_type) [177]
-----------------------------------------------
                0.00    0.00      18/18          void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>) [179]
[178]    0.0    0.00    0.00      18         void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [178]
                0.00    0.00      18/18          void std::__destroy_aux<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __true_type) [177]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [30]
[179]    0.0    0.00    0.00      18         void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>) [179]
                0.00    0.00      18/18          void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [178]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [197]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [198]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [199]
[180]    0.0    0.00    0.00       3         MuaMusToKappa(double, double) [180]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<std::vector<int, std::allocator<int> > >::allocator() [183]
[181]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [181]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<int>::allocator() [50]
[182]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<int>::new_allocator() [182]
-----------------------------------------------
                0.00    0.00       3/3           NonconformingMesh::NonconformingMesh() [69]
[183]    0.0    0.00    0.00       3         std::allocator<std::vector<int, std::allocator<int> > >::allocator() [183]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [181]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [185]
[184]    0.0    0.00    0.00       3         std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [184]
                0.00    0.00       3/171         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [127]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::allocator<std::vector<int, std::allocator<int> > > const&) [186]
[185]    0.0    0.00    0.00       3         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [185]
                0.00    0.00       3/3           std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [184]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::allocator<std::vector<int, std::allocator<int> > > const&) [187]
[186]    0.0    0.00    0.00       3         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::allocator<std::vector<int, std::allocator<int> > > const&) [186]
                0.00    0.00       3/3           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [185]
-----------------------------------------------
                0.00    0.00       3/3           NonconformingMesh::NonconformingMesh() [69]
[187]    0.0    0.00    0.00       3         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::allocator<std::vector<int, std::allocator<int> > > const&) [187]
                0.00    0.00       3/3           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::allocator<std::vector<int, std::allocator<int> > > const&) [186]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<short>::allocator() [189]
[188]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<short>::new_allocator() [188]
-----------------------------------------------
                0.00    0.00       2/2           NonconformingMesh::NonconformingMesh() [69]
[189]    0.0    0.00    0.00       2         std::allocator<short>::allocator() [189]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<short>::new_allocator() [188]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<short, std::allocator<short> >::_Vector_impl::_Vector_impl(std::allocator<short> const&) [191]
[190]    0.0    0.00    0.00       2         std::allocator<short>::allocator(std::allocator<short> const&) [190]
                0.00    0.00       2/113         __gnu_cxx::new_allocator<short>::new_allocator(__gnu_cxx::new_allocator<short> const&) [132]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<short, std::allocator<short> >::_Vector_base(std::allocator<short> const&) [192]
[191]    0.0    0.00    0.00       2         std::_Vector_base<short, std::allocator<short> >::_Vector_impl::_Vector_impl(std::allocator<short> const&) [191]
                0.00    0.00       2/2           std::allocator<short>::allocator(std::allocator<short> const&) [190]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<short, std::allocator<short> >::vector(std::allocator<short> const&) [193]
[192]    0.0    0.00    0.00       2         std::_Vector_base<short, std::allocator<short> >::_Vector_base(std::allocator<short> const&) [192]
                0.00    0.00       2/2           std::_Vector_base<short, std::allocator<short> >::_Vector_impl::_Vector_impl(std::allocator<short> const&) [191]
-----------------------------------------------
                0.00    0.00       2/2           NonconformingMesh::NonconformingMesh() [69]
[193]    0.0    0.00    0.00       2         std::vector<short, std::allocator<short> >::vector(std::allocator<short> const&) [193]
                0.00    0.00       2/2           std::_Vector_base<short, std::allocator<short> >::_Vector_base(std::allocator<short> const&) [192]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [446]
[194]    0.0    0.00    0.00       1         global constructors keyed to _Z10CalcSysmatP17NonconformingMeshR7TVectorIdES3_S3_db14TCompRowMatrixIN5toast7complexEE [194]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [197]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [446]
[195]    0.0    0.00    0.00       1         global constructors keyed to _ZN12TDGFwdSolverIN5toast7complexEEC2E7LSOLVERd [195]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [199]
-----------------------------------------------
                0.00    0.00       1/1           __do_global_ctors_aux [446]
[196]    0.0    0.00    0.00       1         global constructors keyed to _ZN17NonconformingMeshC2Ev [196]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [198]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _Z10CalcSysmatP17NonconformingMeshR7TVectorIdES3_S3_db14TCompRowMatrixIN5toast7complexEE [194]
[197]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [197]
                0.00    0.00       1/3           MuaMusToKappa(double, double) [180]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN17NonconformingMeshC2Ev [196]
[198]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [198]
                0.00    0.00       1/3           MuaMusToKappa(double, double) [180]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to _ZN12TDGFwdSolverIN5toast7complexEEC2E7LSOLVERd [195]
[199]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [199]
                0.00    0.00       1/3           MuaMusToKappa(double, double) [180]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[200]    0.0    0.00    0.00       1         ElementList::Clear() [200]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

 [194] global constructors keyed to _Z10CalcSysmatP17NonconformingMeshR7TVectorIdES3_S3_db14TCompRowMatrixIN5toast7complexEE [97] __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator*() const [79] int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<int*>(unsigned long, int*, int*)
 [195] global constructors keyed to _ZN12TDGFwdSolverIN5toast7complexEEC2E7LSOLVERd [107] __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator+(long const&) const [118] std::vector<int, std::allocator<int> >::end()
 [196] global constructors keyed to _ZN17NonconformingMeshC2Ev [108] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [117] std::vector<int, std::allocator<int> >::begin()
 [180] MuaMusToKappa(double, double) [123] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long const&) const [61] std::vector<int, std::allocator<int> >::clear()
 [197] __static_initialization_and_destruction_0(int, int) [125] __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >::base() const [25] std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
 [198] __static_initialization_and_destruction_0(int, int) [63] std::_Vector_base<int, std::allocator<int> >::get_allocator() const [42] std::vector<int, std::allocator<int> >::reserve(unsigned long)
 [199] __static_initialization_and_destruction_0(int, int) [101] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [23] std::vector<int, std::allocator<int> >::push_back(int const&)
 [124] TOAST_Node::SetBndTp(char) [152] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() const [78] std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&)
 [200] ElementList::Clear()  [153] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [7] std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&)
 [116] TOAST_Point::TOAST_Point() [154] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() const [36] std::vector<int, std::allocator<int> >::~vector()
